OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202555","Sample-Routine","Water","Surface Water","1972-09-14","12:00:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Inorganic nitrogen (nitrate and nitrite)","Dissolved","0.820","mg/l as N",,"Historical",,"Actual",,,,,,,"00631",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202555","Sample-Routine","Water","Surface Water","1972-09-14","12:00:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Total dissolved solids","Dissolved","0.94","tons/ac ft",,"Historical",,"Actual",,,,,,,"70303",,,,,,"ALGOR","USGS","Computation by NWIS algorithm","NWIS User's Manual, QW System, Appendix",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202555","Sample-Routine","Water","Surface Water","1972-09-14","12:00:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Total dissolved solids","Dissolved","694","mg/l",,"Historical",,"Actual",,,,,,,"70301",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202555","Sample-Routine","Water","Surface Water","1972-09-14","12:00:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Sulfate","Dissolved","230","mg/l",,"Historical",,"Actual",,,,,,,"00945",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202555","Sample-Routine","Water","Surface Water","1972-09-14","12:00:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Silica","Dissolved","19.0","mg/l",,"Historical",,"Actual",,,,,,,"00955",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202555","Sample-Routine","Water","Surface Water","1972-09-14","12:00:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Fluoride","Dissolved","1.20","mg/l",,"Historical",,"Actual",,,,,,,"00950",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202555","Sample-Routine","Water","Surface Water","1972-09-14","12:00:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Chloride","Dissolved","34.0","mg/l",,"Historical",,"Actual",,,,,,,"00940",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202555","Sample-Routine","Water","Surface Water","1972-09-14","12:00:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Carbonate (CO3)","Total","0.0","mg/l",,"Historical",,"Actual",,,,,,,"00445",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202555","Sample-Routine","Water","Surface Water","1972-09-14","12:00:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Bicarbonate","Total","379","mg/l",,"Historical",,"Actual",,,,,,,"00440",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202555","Sample-Routine","Water","Surface Water","1972-09-14","12:00:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Sodium","Dissolved","38.0","mg/l",,"Historical",,"Actual",,,,,,,"00930",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202555","Sample-Routine","Water","Surface Water","1972-09-14","12:00:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Sodium, percent total cations",,"14","%",,"Historical",,"Actual",,,,,,,"00932",,,,,,"ALGOR","USGS","Computation by NWIS algorithm","NWIS User's Manual, QW System, Appendix",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202555","Sample-Routine","Water","Surface Water","1972-09-14","12:00:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Sodium adsorption ratio",,"0.8","None",,"Historical",,"Actual",,,,,,,"00931",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202555","Sample-Routine","Water","Surface Water","1972-09-14","12:00:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Potassium","Dissolved","9.20","mg/l",,"Historical",,"Actual",,,,,,,"00935",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202555","Sample-Routine","Water","Surface Water","1972-09-14","12:00:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Magnesium","Dissolved","32.0","mg/l",,"Historical",,"Actual",,,,,,,"00925",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202555","Sample-Routine","Water","Surface Water","1972-09-14","12:00:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Calcium","Dissolved","140","mg/l",,"Historical",,"Actual",,,,,,,"00915",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202555","Sample-Routine","Water","Surface Water","1972-09-14","12:00:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Hardness, non-carbonate","Total","170","mg/l CaCO3",,"Historical",,"Actual",,,,,,,"00902",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202555","Sample-Routine","Water","Surface Water","1972-09-14","12:00:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Total hardness -- SDWA NPDWR",,"480","mg/l CaCO3",,"Historical",,"Actual",,,,,,,"00900",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202555","Sample-Routine","Water","Surface Water","1972-09-14","12:00:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Temperature, water",,"14.0","deg C",,"Historical",,"Actual",,,,,,,"00010",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202555","Sample-Routine","Water","Surface Water","1972-09-14","12:00:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Specific conductance","Total","1050","uS/cm @25C",,"Historical",,"Actual",,,"25 deg C",,,,"00095",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202555","Sample-Routine","Water","Surface Water","1972-09-14","12:00:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"pH","Total","7.5","std units",,"Historical",,"Actual",,,,,,,"00400",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202555","Sample-Routine","Water","Surface Water","1972-09-14","12:00:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Carbon dioxide","Total","19","mg/l",,"Historical",,"Actual",,,,,,,"00405",,,,,,"ALGOR","USGS","Computation by NWIS algorithm","NWIS User's Manual, QW System, Appendix",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202555","Sample-Routine","Water","Surface Water","1972-09-14","12:00:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Iron","Dissolved","40","ug/l",,"Historical",,"Actual",,,,,,,"01046",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.00801337","Sample-Routine","Water","Surface Water","2008-05-20","15:45:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Height, gage",,"2.96","ft",,"Accepted",,"Actual",,,,,,,"00065",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.00801337","Sample-Routine","Water","Surface Water","2008-05-20","15:45:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Temperature, air",,"27.0","deg C",,"Accepted",,"Actual",,,,,,,"00020",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.00801337","Sample-Routine","Water","Surface Water","2008-05-20","15:45:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Temperature, water",,"16.1","deg C",,"Accepted",,"Actual",,,,,,,"00010",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.00801337","Sample-Routine","Water","Surface Water","2008-05-20","15:45:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Gage height",,"0.90","m",,"Accepted",,"Actual",,,,,,,"30207",,,,,,"ALGOR","USGS","Computation by NWIS algorithm","NWIS User's Manual, QW System, Appendix",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.00801337","Sample-Routine","Water","Surface Water","2008-05-20","15:45:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Stream flow, instantaneous",,"50","ft3/s",,"Accepted",,"Actual",,,,,,,"00061",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.00801337","Sample-Routine","Water","Surface Water","2008-05-20","15:45:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Specific conductance","Total","818","uS/cm @25C",,"Accepted",,"Actual",,,"25 deg C",,,,"00095",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.00801338","Sample-Routine","Water","Surface Water","2008-07-02","09:44:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Temperature, water",,"15.0","deg C",,"Accepted",,"Actual",,,,,,,"00010",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.00801338","Sample-Routine","Water","Surface Water","2008-07-02","09:44:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Specific conductance","Total","1030","uS/cm @25C",,"Accepted",,"Actual",,,"25 deg C",,,,"00095",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.00801338","Sample-Routine","Water","Surface Water","2008-07-02","09:44:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Height, gage",,"2.86","ft",,"Accepted",,"Actual",,,,,,,"00065",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.00801338","Sample-Routine","Water","Surface Water","2008-07-02","09:44:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Temperature, air",,"24.0","deg C",,"Accepted",,"Actual",,,,,,,"00020",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.00801338","Sample-Routine","Water","Surface Water","2008-07-02","09:44:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Gage height",,"0.87","m",,"Accepted",,"Actual",,,,,,,"30207",,,,,,"ALGOR","USGS","Computation by NWIS algorithm","NWIS User's Manual, QW System, Appendix",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.00801338","Sample-Routine","Water","Surface Water","2008-07-02","09:44:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Stream flow, instantaneous",,"41","ft3/s",,"Accepted",,"Actual",,,,,,,"00061",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.00801339","Sample-Routine","Water","Surface Water","2008-08-06","14:35:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Specific conductance","Total","1060","uS/cm @25C",,"Accepted",,"Actual",,,"25 deg C",,,,"00095",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.00801339","Sample-Routine","Water","Surface Water","2008-08-06","14:35:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Height, gage",,"2.80","ft",,"Accepted",,"Actual",,,,,,,"00065",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.00801339","Sample-Routine","Water","Surface Water","2008-08-06","14:35:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Stream flow, instantaneous",,"34","ft3/s",,"Accepted",,"Actual",,,,,,,"00061",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.00801339","Sample-Routine","Water","Surface Water","2008-08-06","14:35:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Temperature, water",,"16.5","deg C",,"Accepted",,"Actual",,,,,,,"00010",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.00801339","Sample-Routine","Water","Surface Water","2008-08-06","14:35:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Gage height",,"0.85","m",,"Accepted",,"Actual",,,,,,,"30207",,,,,,"ALGOR","USGS","Computation by NWIS algorithm","NWIS User's Manual, QW System, Appendix",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.00900323","Sample-Routine","Water","Surface Water","2008-10-02","11:10:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Stream flow, instantaneous",,"37","ft3/s",,"Accepted",,"Actual",,,,,,,"00061",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.00900323","Sample-Routine","Water","Surface Water","2008-10-02","11:10:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Height, gage",,"2.86","ft",,"Accepted",,"Actual",,,,,,,"00065",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.00900323","Sample-Routine","Water","Surface Water","2008-10-02","11:10:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Temperature, air",,"11.0","deg C",,"Accepted",,"Actual",,,,,,,"00020",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.00900323","Sample-Routine","Water","Surface Water","2008-10-02","11:10:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Temperature, water",,"13.3","deg C",,"Accepted",,"Actual",,,,,,,"00010",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.00900323","Sample-Routine","Water","Surface Water","2008-10-02","11:10:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Gage height",,"0.87","m",,"Accepted",,"Actual",,,,,,,"30207",,,,,,"ALGOR","USGS","Computation by NWIS algorithm","NWIS User's Manual, QW System, Appendix",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.00900323","Sample-Routine","Water","Surface Water","2008-10-02","11:10:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Specific conductance","Total","800","uS/cm @25C",,"Accepted",,"Actual",,,"25 deg C",,,,"00095",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.00900128","Sample-Routine","Water","Surface Water","2008-11-20","14:05:00","MST",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Height, gage",,"2.92","ft",,"Accepted",,"Actual",,,,,,,"00065",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.00900128","Sample-Routine","Water","Surface Water","2008-11-20","14:05:00","MST",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Specific conductance","Total","934","uS/cm @25C",,"Accepted",,"Actual",,,"25 deg C",,,,"00095",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.00900128","Sample-Routine","Water","Surface Water","2008-11-20","14:05:00","MST",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Temperature, water",,"11.4","deg C",,"Accepted",,"Actual",,,,,,,"00010",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.00900128","Sample-Routine","Water","Surface Water","2008-11-20","14:05:00","MST",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Gage height",,"0.89","m",,"Accepted",,"Actual",,,,,,,"30207",,,,,,"ALGOR","USGS","Computation by NWIS algorithm","NWIS User's Manual, QW System, Appendix",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.00900128","Sample-Routine","Water","Surface Water","2008-11-20","14:05:00","MST",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Stream flow, instantaneous",,"43","ft3/s",,"Accepted",,"Actual",,,,,,,"00061",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.00900745","Sample-Routine","Water","Surface Water","2009-01-09","11:25:00","MST",,,,"0.5","feet",,,,,,"971600101","U.S. Geological Survey-Water Resources Discipline","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Stream flow, instantaneous",,"34","ft3/s",,"Accepted",,"Actual",,,,,,,"00061",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.00900745","Sample-Routine","Water","Surface Water","2009-01-09","11:25:00","MST",,,,"0.5","feet",,,,,,"971600101","U.S. Geological Survey-Water Resources Discipline","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Gage height",,"0.87","m",,"Accepted",,"Actual",,,,,,,"30207",,,,,,"ALGOR","USGS","Computation by NWIS algorithm","NWIS User's Manual, QW System, Appendix",,,,,,,
